source_path,target_path,anchor,reason,placement
/projects/single-storey-extension-building-regulations/,/questions/do-i-need-building-regulations-for-single-storey-extension/,Do I need building regulations for Single-storey extension?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-single-storey-extension/,/projects/single-storey-extension-building-regulations/,Single-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/single-storey-extension-building-regulations/,/questions/building-notice-or-full-plans-for-single-storey-extension/,Building notice or full plans for Single-storey extension?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-single-storey-extension/,/projects/single-storey-extension-building-regulations/,Single-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/single-storey-extension-building-regulations/,/questions/building-control-inspections-for-single-storey-extension/,Building control inspections for Single-storey extension,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-single-storey-extension/,/projects/single-storey-extension-building-regulations/,Single-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/single-storey-extension-building-regulations/,/questions/completion-certificate-for-single-storey-extension/,Completion certificate for Single-storey extension,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-single-storey-extension/,/projects/single-storey-extension-building-regulations/,Single-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/single-storey-extension-building-regulations/,/questions/what-documents-do-i-need-for-single-storey-extension/,What documents do I need for Single-storey extension?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-single-storey-extension/,/projects/single-storey-extension-building-regulations/,Single-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/single-storey-extension-building-regulations/,/questions/common-building-regs-mistakes-single-storey-extension/,Common building regulations mistakes with Single-storey extension,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-single-storey-extension/,/projects/single-storey-extension-building-regulations/,Single-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/two-storey-extension-building-regulations/,/questions/do-i-need-building-regulations-for-two-storey-extension/,Do I need building regulations for Two-storey extension?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-two-storey-extension/,/projects/two-storey-extension-building-regulations/,Two-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/two-storey-extension-building-regulations/,/questions/building-notice-or-full-plans-for-two-storey-extension/,Building notice or full plans for Two-storey extension?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-two-storey-extension/,/projects/two-storey-extension-building-regulations/,Two-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/two-storey-extension-building-regulations/,/questions/building-control-inspections-for-two-storey-extension/,Building control inspections for Two-storey extension,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-two-storey-extension/,/projects/two-storey-extension-building-regulations/,Two-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/two-storey-extension-building-regulations/,/questions/completion-certificate-for-two-storey-extension/,Completion certificate for Two-storey extension,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-two-storey-extension/,/projects/two-storey-extension-building-regulations/,Two-storey extension building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/two-storey-extension-building-regulations/,/questions/what-documents-do-i-need-for-two-storey-extension/,What documents do I need for Two-storey extension?,Parent project should support related long-tail questions.,related_question
